name,node_type,is_machine
C10614,computer,False
C16712,computer,False
C11227,computer,False
C25856,computer,False
C11667,computer,False
C743,computer,False
C1226,computer,False
C12267,computer,False
C12632,computer,False
C467,computer,False
C12941,computer,False
C5721,computer,False
C13470,computer,False
C13490,computer,False
C14394,computer,False
C14702,computer,False
C14967,computer,False
C15459,computer,False
C15549,computer,False
C16029,computer,False
C13283,computer,False
C13570,computer,False
C20261,computer,False
C20893,computer,False
C21112,computer,False
C24911,computer,False
C16756,computer,False
C1700,computer,False
C1843,computer,False
C185,computer,False
C1857,computer,False
C2128,computer,False
C24336,computer,False
C24474,computer,False
C2881,computer,False
C2882,computer,False
C3100,computer,False
C4814,computer,False
C8026,computer,False
C8492,computer,False
C962,computer,False
C1685,computer,False
C20473,computer,False
C9156,computer,False
C1707,computer,False
C6211,computer,False
C8677,computer,False
C17693,computer,False
C5074,computer,False
C1823,computer,False
C1971,computer,False
C2091,computer,False
C12839,computer,False
C2697,computer,False
C453,computer,False
C5030,computer,False
C10293,computer,False
C13140,computer,False
C17743,computer,False
C19499,computer,False
C20342,computer,False
C21185,computer,False
C21376,computer,False
C22132,computer,False
C22414,computer,False
C23067,computer,False
C23099,computer,False
C23918,computer,False
C24056,computer,False
C25561,computer,False
C11545,computer,False
C585,computer,False
C11122,computer,False
C586,computer,False
C13730,computer,False
C529,computer,False
C3841,computer,False
C1581,computer,False
C368,computer,False
C5720,computer,False
C1015,computer,False
C375,computer,False
C11727,computer,False
C22112,computer,False
C22751,computer,False
C9477,computer,False
C10,computer,False
C9079,computer,False
C1065,computer,False
C1508,computer,False
C10833,computer,False
C12133,computer,False
C457,computer,False
C13337,computer,False
C1906,computer,False
C17552,computer,False
C6001,computer,False
C4858,computer,False
C706,computer,False
C528,computer,False
C4067,computer,False
C545,computer,False
C1294,computer,False
C8308,computer,False
C1216,computer,False
C38,computer,False
C5061,computer,False
C7139,computer,False
C5089,computer,False
C3371,computer,False
C4116,computer,False
C4847,computer,False
C3935,computer,False
C3971,computer,False
C3469,computer,False
C128,computer,False
C24735,computer,False
C732,computer,False
C788,computer,False
C1592,computer,False
C23679,computer,False
C13340,computer,False
C5053,computer,False
C10865,computer,False
C5571,computer,False
C12166,computer,False
C3065,computer,False
C505,computer,False
C3173,computer,False
C9178,computer,False
C5782,computer,False
C5787,computer,False
C6157,computer,False
C2993,computer,False
C4576,computer,False
C13680,computer,False
C2519,computer,False
C2784,computer,False
C3468,computer,False
C721,computer,False
C5760,computer,False
C8810,computer,False
C3186,computer,False
C1205,computer,False
C15072,computer,False
C24449,computer,False
C2976,computer,False
C7363,computer,False
C3210,computer,False
C4174,computer,False
C9096,computer,False
C13791,computer,False
C194,computer,False
C14858,computer,False
C2588,computer,False
C15300,computer,False
C3503,computer,False
C100,computer,False
C1000,computer,False
C1001,computer,False
C10020,computer,False
C10024,computer,False
C10033,computer,False
C10047,computer,False
C10061,computer,False
C10136,computer,False
C10150,computer,False
C10167,computer,False
C1019,computer,False
C1020,computer,False
C10251,computer,False
C1027,computer,False
C10299,computer,False
C1032,computer,False
C10362,computer,False
C1037,computer,False
C1040,computer,False
C10412,computer,False
C1044,computer,False
C10451,computer,False
C10460,computer,False
C10480,computer,False
C10488,computer,False
C1051,computer,False
C10510,computer,False
C10559,computer,False
C10593,computer,False
C10609,computer,False
C10612,computer,False
C1062,computer,False
C10632,computer,False
C1389,computer,False
C14540,computer,False
C1070,computer,False
C10719,computer,False
C10764,computer,False
C10786,computer,False
C10846,computer,False
C10909,computer,False
C10955,computer,False
C10962,computer,False
C10966,computer,False
C10974,computer,False
C10988,computer,False
C11001,computer,False
C1101,computer,False
C11035,computer,False
C1104,computer,False
C11049,computer,False
C11065,computer,False
C11088,computer,False
C11116,computer,False
C1116,computer,False
C112,computer,False
C11208,computer,False
C11246,computer,False
C11290,computer,False
C1136,computer,False
C11392,computer,False
C11398,computer,False
C11421,computer,False
C11424,computer,False
C11449,computer,False
C11459,computer,False
C11472,computer,False
C11481,computer,False
C11501,computer,False
C11609,computer,False
C11625,computer,False
C11679,computer,False
C117,computer,False
C11719,computer,False
C11741,computer,False
C11755,computer,False
C11770,computer,False
C1178,computer,False
C11858,computer,False
C11870,computer,False
C11881,computer,False
C11893,computer,False
C11948,computer,False
C11998,computer,False
C12,computer,False
C12002,computer,False
C1202,computer,False
C1207,computer,False
C1209,computer,False
C12116,computer,False
C12149,computer,False
C12170,computer,False
C1228,computer,False
C12371,computer,False
C12373,computer,False
C12430,computer,False
C12451,computer,False
C12453,computer,False
C12455,computer,False
C1246,computer,False
C1248,computer,False
C12484,computer,False
C12486,computer,False
C12500,computer,False
C12506,computer,False
C12531,computer,False
C12552,computer,False
C1256,computer,False
C12564,computer,False
C12590,computer,False
C12606,computer,False
C12620,computer,False
C12705,computer,False
C12753,computer,False
C12808,computer,False
C12852,computer,False
C12857,computer,False
C12864,computer,False
C12920,computer,False
C12927,computer,False
C12945,computer,False
C12960,computer,False
C13010,computer,False
C1304,computer,False
C13048,computer,False
C13053,computer,False
C13090,computer,False
C1310,computer,False
C13107,computer,False
C13119,computer,False
C1315,computer,False
C13188,computer,False
C13191,computer,False
C13199,computer,False
C13266,computer,False
C13268,computer,False
C13298,computer,False
C13309,computer,False
C13312,computer,False
C13318,computer,False
C13333,computer,False
C13358,computer,False
C13391,computer,False
C13418,computer,False
C13436,computer,False
C13521,computer,False
C13553,computer,False
C13585,computer,False
C13621,computer,False
C1364,computer,False
C13659,computer,False
C1368,computer,False
C13687,computer,False
C137,computer,False
C13715,computer,False
C13746,computer,False
C1375,computer,False
C13819,computer,False
C13825,computer,False
C13901,computer,False
C13903,computer,False
C13940,computer,False
C13983,computer,False
C13990,computer,False
C1403,computer,False
C14176,computer,False
C14206,computer,False
C14309,computer,False
C14317,computer,False
C14328,computer,False
C14447,computer,False
C14449,computer,False
C14474,computer,False
C145,computer,False
C14606,computer,False
C14619,computer,False
C14621,computer,False
C1467,computer,False
C14670,computer,False
C14687,computer,False
C2109,computer,False
C14775,computer,False
C14781,computer,False
C14818,computer,False
C14833,computer,False
C14862,computer,False
C14988,computer,False
C15,computer,False
C150,computer,False
C15032,computer,False
C15038,computer,False
C15156,computer,False
C15163,computer,False
C15378,computer,False
C15384,computer,False
C1539,computer,False
C1544,computer,False
C15441,computer,False
C15475,computer,False
C15518,computer,False
C1553,computer,False
C15602,computer,False
C15707,computer,False
C15744,computer,False
C15882,computer,False
C16206,computer,False
C16249,computer,False
C16262,computer,False
C16299,computer,False
C16383,computer,False
C16477,computer,False
C1650,computer,False
C16581,computer,False
C16585,computer,False
C16638,computer,False
C16656,computer,False
C16814,computer,False
C16869,computer,False
C16919,computer,False
C17137,computer,False
C17211,computer,False
C17235,computer,False
C17262,computer,False
C1734,computer,False
C17377,computer,False
C17400,computer,False
C1882,computer,False
C2047,computer,False
C2095,computer,False
C2161,computer,False
C218,computer,False
C2209,computer,False
C2263,computer,False
C2286,computer,False
C2300,computer,False
C235,computer,False
C2372,computer,False
C25072,computer,False
C2532,computer,False
C2536,computer,False
C256,computer,False
C2565,computer,False
C2602,computer,False
C2633,computer,False
C268,computer,False
C269,computer,False
C2724,computer,False
C285,computer,False
C289,computer,False
C2890,computer,False
C304,computer,False
C3112,computer,False
C317,computer,False
C3223,computer,False
C3279,computer,False
C333,computer,False
C3387,computer,False
C344,computer,False
C3461,computer,False
C349,computer,False
C3546,computer,False
C355,computer,False
C3660,computer,False
C3682,computer,False
C3784,computer,False
C381,computer,False
C3865,computer,False
C3890,computer,False
C390,computer,False
C412,computer,False
C420,computer,False
C454,computer,False
C471,computer,False
C4711,computer,False
C509,computer,False
C51,computer,False
C5208,computer,False
C7394,computer,False
C542,computer,False
C5552,computer,False
C56,computer,False
C10597,computer,False
C12792,computer,False
C575,computer,False
C5843,computer,False
C6077,computer,False
C617,computer,False
C6253,computer,False
C650,computer,False
C6515,computer,False
C6522,computer,False
C6783,computer,False
C683,computer,False
C6897,computer,False
C7000,computer,False
C7014,computer,False
C707,computer,False
C7085,computer,False
C7100,computer,False
C7121,computer,False
C730,computer,False
C7316,computer,False
C7516,computer,False
C7734,computer,False
C7767,computer,False
C7856,computer,False
C7884,computer,False
C7993,computer,False
C809,computer,False
C8100,computer,False
C816,computer,False
C819,computer,False
C8205,computer,False
C8257,computer,False
C829,computer,False
C8464,computer,False
C8515,computer,False
C8524,computer,False
C865,computer,False
C8659,computer,False
C867,computer,False
C8673,computer,False
C874,computer,False
C896,computer,False
C9020,computer,False
C9051,computer,False
C9107,computer,False
C914,computer,False
C9154,computer,False
C9238,computer,False
C9370,computer,False
C9448,computer,False
C947,computer,False
C9493,computer,False
C9617,computer,False
C9842,computer,False
C985,computer,False
C9902,computer,False
C9933,computer,False
C9945,computer,False
C8949,computer,False
C5963,computer,False
C6007,computer,False
C6012,computer,False
C6031,computer,False
C612,computer,False
C6123,computer,False
C6144,computer,False
C6169,computer,False
C6271,computer,False
C6298,computer,False
C6318,computer,False
C6385,computer,False
C6431,computer,False
C6449,computer,False
C6558,computer,False
C6589,computer,False
C6594,computer,False
C6602,computer,False
C6653,computer,False
C6693,computer,False
C670,computer,False
C6758,computer,False
C6832,computer,False
C686,computer,False
C6937,computer,False
C6961,computer,False
C6963,computer,False
C6986,computer,False
C7030,computer,False
C7054,computer,False
C11861,computer,False
C6415,computer,False
C7091,computer,False
C7131,computer,False
C7133,computer,False
C7188,computer,False
C7221,computer,False
C729,computer,False
C7350,computer,False
C7402,computer,False
C7407,computer,False
C7446,computer,False
C7462,computer,False
C751,computer,False
C7641,computer,False
C7647,computer,False
C7873,computer,False
C8007,computer,False
C8066,computer,False
C8073,computer,False
C8198,computer,False
C8295,computer,False
C8365,computer,False
C8448,computer,False
C8462,computer,False
C847,computer,False
C8589,computer,False
C8749,computer,False
C8804,computer,False
C8908,computer,False
C8910,computer,False
C8912,computer,False
C895,computer,False
C9028,computer,False
C9064,computer,False
C9114,computer,False
C9134,computer,False
C9161,computer,False
C9188,computer,False
C9258,computer,False
C9274,computer,False
C9295,computer,False
C9469,computer,False
C955,computer,False
C9585,computer,False
C9668,computer,False
C9704,computer,False
C9737,computer,False
C9739,computer,False
C9774,computer,False
C986,computer,False
C9919,computer,False
C12414,computer,False
C12539,computer,False
C16941,computer,False
C4559,computer,False
C6290,computer,False
C8715,computer,False
C9206,computer,False
C1962,computer,False
C16201,computer,False
C459,computer,False
C8047,computer,False
C12238,computer,False
C26787,computer,False
C4254,computer,False
C8694,computer,False
C7765,computer,False
C12247,computer,False
C11656,computer,False
C5763,computer,False
C2668,computer,False
C5698,computer,False
C11114,computer,False
C11573,computer,False
C5736,computer,False
C12030,computer,False
C5463,computer,False
C12159,computer,False
C13256,computer,False
C625,computer,False
C13685,computer,False
C1381,computer,False
C14278,computer,False
C24473,computer,False
C25544,computer,False
C600,computer,False
C5679,computer,False
C5455,computer,False
C8454,computer,False
C912,computer,False
C556,computer,False
C11350,computer,False
C2470,computer,False
C14519,computer,False
C660,computer,False
C13544,computer,False
C2008,computer,False
C2850,computer,False
C1814,computer,False
C11268,computer,False
C11537,computer,False
C1186,computer,False
C11194,computer,False
C11846,computer,False
C12228,computer,False
C13214,computer,False
C13665,computer,False
C2511,computer,False
C21673,computer,False
C26822,computer,False
C2058,computer,False
C6689,computer,False
C2758,computer,False
C3873,computer,False
C4479,computer,False
C8905,computer,False
C3802,computer,False
C1516,computer,False
C11176,computer,False
C13483,computer,False
C300,computer,False
C122,computer,False
C3268,computer,False
C17039,computer,False
C169,computer,False
C5478,computer,False
C1554,computer,False
C16341,computer,False
C24710,computer,False
C5730,computer,False
C11516,computer,False
C23411,computer,False
C6791,computer,False
C8802,computer,False
C1035,computer,False
C7272,computer,False
C13250,computer,False
C9256,computer,False
C9574,computer,False
C2026,computer,False
C26188,computer,False
C4481,computer,False
C8490,computer,False
C12129,computer,False
C22491,computer,False
C26468,computer,False
C14746,computer,False
C15914,computer,False
C4377,computer,False
C875,computer,False
C14229,computer,False
C6493,computer,False
C4655,computer,False
C17475,computer,False
C1156,computer,False
C12866,computer,False
C6075,computer,False
C6339,computer,False
C6460,computer,False
C9711,computer,False
C890,computer,False
C4920,computer,False
C22069,computer,False
C3122,computer,False
C16653,computer,False
C22400,computer,False
C16543,computer,False
C16637,computer,False
C6705,computer,False
C9976,computer,False
C3990,computer,False
C10237,computer,False
C484,computer,False
C7677,computer,False
C11833,computer,False
C7962,computer,False
C14258,computer,False
C10921,computer,False
C8479,computer,False
C12482,computer,False
C23772,computer,False
C14402,computer,False
C14700,computer,False
C14928,computer,False
C1840,computer,False
C20101,computer,False
C11414,computer,False
C8956,computer,False
C9595,computer,False
C17459,computer,False
C3940,computer,False
C13275,computer,False
C14498,computer,False
C366,computer,False
C7061,computer,False
C11006,computer,False
C9230,computer,False
C8893,computer,False
C9558,computer,False
C23594,computer,False
C10466,computer,False
